5.000909788592959870e-01 3.040560362857860355e-01 -3.112615242408562466e+00 -7.161353705274411396e-01 -4.180826887905439548e+00 -1.999599256605798203e+01 -4.748941919309949355e+00 1.720333530507190289e+00 -2.080381342705610592e-01 1.388276966624102116e+01 -1.998398693648289282e+01 -5.153026609516984102e+00 -4.968983935882770986e+00 -2.316457426913986595e+00 -1.044202277503625709e+00 -1.736346557509300936e+01 1.102619713150886049e+01 7.221437799053660456e+00 -5.201031584788919027e+00 -1.929585128910948555e+01 8.013596012578227956e+00 9.141819066556516660e+00 3.600680177986408381e-01 -1.063467868434031516e-06 5.109014368710154130e+00 -4.964984658917153126e+00 7.821556297585434692e+00 -1.572309895282085535e+00 -1.400219492770879981e-01 1.122223458601279766e+01 9.641918522800153823e+00 1.784350950541341518e+00 -1.455090248147561738e+01 1.716342759245983274e+01 1.050209642347977557e+01 3.124621695569912205e+00 -1.999598933696298531e+01 -3.180632130621204645e+00 1.065012471550147666e+01 1.337866861608882729e+01 -4.080808183692629321e+00 -1.942387911210326479e+01 1.416275634652874871e+00 1.280203954115286535e-01 -1.462291753912313297e+01 1.012601858143390388e+01 1.203439988693341967e+01 -2.876570230226984215e+00 1.311461644185172304e+01 1.348263856715108844e+00
5.000909788592959870e-01 -9.010792808166364409e+00 2.784291700691826854e+00 -7.161353705274411396e-01 1.581915925261333911e+01 -1.754046739176926906e+01 -4.748941919309949355e+00 1.720333530507190289e+00 -2.080381342705610592e-01 1.627488704987117618e+00 1.599920403588761531e-02 1.484695953100179366e+01 -1.103463446991086450e+00 -2.316457426913986595e+00 -1.044202277503625709e+00 -1.736346557509300936e+01 1.102619713150886049e+01 4.679173758237739733e+00 7.827978731413116620e-01 7.041348514092931055e-01 8.013596012578227956e+00 -1.085816707396226199e+01 3.600680177986408381e-01 -1.523384856517763808e+01 5.109014368710154130e+00 -8.609896558801644062e-02 7.821556297585434692e+00 -1.572309895282085535e+00 1.144118382757836727e+00 2.496568157305523172e+00 -5.065081431895517738e+00 1.784350950541341518e+00 5.449083659043162164e+00 3.372362476366012718e+00 4.327650516083436649e-02 3.124621695569912205e+00 -1.999598933696298531e+01 1.681935400989757312e+01 -1.484394745398199600e+00 7.092189712666159274e-01 -4.080808183692629321e+00 -1.942387911210326479e+01 1.416275634652874871e+00 1.280203954115286535e-01 -6.430003271006992094e+00 -1.305655294502043873e+00 -1.242491283965888371e+00 -2.050537906138698574e-01 3.220199338961733382e-01 1.348263856715108844e+00
-4.963724696335328090e+00 3.040560362857860355e-01 1.688737089811021619e+01 -7.161353705274411396e-01 -4.180826887905439548e+00 3.993574460796622816e-03 -1.571940514490958840e+00 1.720333530507190289e+00 -2.080381342705610592e-01 1.388276966624102116e+01 1.599920403588761531e-02 1.484695953100179366e+01 1.503100220463600678e+01 3.475294406853546292e-01 -1.044202277503625709e+00 2.636520565425767515e+00 2.479463560619490359e+00 9.035103706565505988e-02 1.479895455572986052e+01 7.041348514092931055e-01 1.740602683159909958e+00 -5.484720191806791156e-01 -7.909773325363039120e+00 -7.425628446699347407e+00 5.109014368710154130e+00 1.503500148160162553e+01 7.395972378989386087e-01 -1.572309895282085535e+00 1.985996419124169066e+01 2.449158547176740974e+00 2.714691009808434252e-01 1.784350950541341518e+00 5.449083659043162164e+00 1.061124223261385424e+01 9.314749081850153267e-01 -2.949247894520636404e+00 -1.999598933696298531e+01 1.681935400989757312e+01 1.065012471550147666e+01 2.145378553915135988e+00 1.591917795682615022e+01 -1.942387911210326479e+01 1.416275634652874871e+00 1.280203954115286535e-01 5.377068601395646574e+00 1.698372627880434527e+00 -5.326213117742821801e-01 -2.876570230226984215e+00 2.258838112192131931e+00 -6.819719912230620018e+00
-6.237057626805960098e+00 3.040560362857860355e-01 1.688737089811021619e+01 -7.161353705274411396e-01 -4.180826887905439548e+00 3.993574460796622816e-03 -6.757037210782197434e-01 1.720333530507190289e+00 -2.080381342705610592e-01 1.388276966624102116e+01 1.599920403588761531e-02 -5.153026609516984102e+00 1.503100220463600678e+01 1.950771194720601898e-02 -1.044202277503625709e+00 2.636520565425767515e+00 3.981361627379896184e+00 1.718363545606189646e-01 1.479895455572986052e+01 -4.935060153329688504e+00 7.877496760396942577e-01 -1.085816707396226199e+01 -6.370841568462212834e+00 -1.063467868434031516e-06 5.109014368710154130e+00 -1.759697926895791298e+00 1.353587789025014310e+00 1.842767624523669312e+01 1.985996419124169066e+01 2.158670148592864990e+00 9.641918522800153823e+00 1.784350950541341518e+00 -1.455090248147561738e+01 1.716342759245983274e+01 -3.567277332711803473e-01 -6.365058975697985844e-01 3.996803555791572649e-03 1.681935400989757312e+01 1.065012471550147666e+01 7.502330101482868052e-01 1.591917795682615022e+01 -1.942387911210326479e+01 1.416275634652874871e+00 1.280203954115286535e-01 -8.283005510563887341e+00 2.035685739932077354e+00 -2.411514884245680168e+00 -2.876570230226984215e+00 1.898251462759069197e+00 -9.286819008017150878e-01
-5.968988923800910840e+00 3.040560362857860355e-01 9.823900334132691370e-01 -7.161353705274411396e-01 -4.180826887905439548e+00 3.993574460796622816e-03 -2.549009159401818714e+00 1.720333530507190289e+00 -2.080381342705610592e-01 2.596855881086344908e+00 1.599920403588761531e-02 -5.153026609516984102e+00 1.503100220463600678e+01 -1.167167058919455158e+00 -1.044202277503625709e+00 2.636520565425767515e+00 6.150589607400820391e+00 -1.102042259479863562e+00 1.479895455572986052e+01 -1.929585128910948555e+01 2.054966356171105346e+00 -1.085816707396226199e+01 -6.475747338441570022e+00 -1.063467868434031516e-06 -6.437196267869200739e-01 -1.405179116747280688e+00 1.049341879703336922e+00 -1.572309895282085535e+00 1.985996419124169066e+01 2.549150305159881391e+00 9.641918522800153823e+00 1.784350950541341518e+00 -1.455090248147561738e+01 1.716342759245983274e+01 -3.873212664250950121e-01 7.375391593462845563e-01 3.996803555791572649e-03 1.681935400989757312e+01 1.065012471550147666e+01 1.337866861608882729e+01 -1.531699376729096507e+00 -1.942387911210326479e+01 1.416275634652874871e+00 -2.846248166501234245e+00 -9.682483991260554035e+00 -9.792930634216960861e-01 -1.841779363476311993e+00 -2.876570230226984215e+00 -1.072941692576030448e-01 6.085383382073281666e-01
-4.805121848673310936e+00 3.040560362857860355e-01 1.688737089811021619e+01 -7.161353705274411396e-01 -4.180826887905439548e+00 3.993574460796622816e-03 -4.748941919309949355e+00 1.720333530507190289e+00 -2.080381342705610592e-01 1.388276966624102116e+01 1.599920403588761531e-02 1.484695953100179366e+01 1.503100220463600678e+01 6.143718962713888843e-01 -1.044202277503625709e+00 2.636520565425767515e+00 1.102619713150886049e+01 -2.170813583700965665e-01 1.479895455572986052e+01 -1.929585128910948555e+01 2.038495228706084461e+00 -1.085816707396226199e+01 -5.812924461919495300e+00 -1.063467868434031516e-06 1.869005266148803912e+00 -1.083522664055306173e+00 1.069980317907399225e+00 1.842767624523669312e+01 1.985996419124169066e+01 2.075806633726937633e+00 -3.324084426319383834e+00 1.784350950541341518e+00 -1.455090248147561738e+01 1.716342759245983274e+01 -2.612596109714477866e-01 1.727894953672024059e+00 3.996803555791572649e-03 1.681935400989757312e+01 -2.844126168171103419e+00 1.337866861608882729e+01 -1.494527885293774006e+00 -1.942387911210326479e+01 1.416275634652874871e+00 -1.761069478540893130e+00 -1.003114456579571101e+00 -4.912680048485392748e-01 -1.024607495114608025e+00 1.712341591029179355e+01 2.116587498484385321e+00 -8.255576284161971756e-01
-3.804491324912498307e+00 3.040560362857860355e-01 1.688737089811021619e+01 -7.161353705274411396e-01 -4.180826887905439548e+00 3.993574460796622816e-03 8.354785617261217823e-02 1.720333530507190289e+00 -2.080381342705610592e-01 1.388276966624102116e+01 1.599920403588761531e-02 1.484695953100179366e+01 1.503100220463600678e+01 8.980579747076333774e-03 -1.044202277503625709e+00 2.636520565425767515e+00 6.663285475279113079e+00 1.031345461196826463e-01 1.479895455572986052e+01 -1.929585128910948555e+01 2.180330917599675011e+00 -1.085816707396226199e+01 -5.524116012685648336e+00 -1.063467868434031516e-06 3.910346462131553125e-01 -1.591066136333489922e+00 1.260783168072986182e+00 1.842767624523669312e+01 -1.400219492770879981e-01 2.313883197963509275e+00 -7.902103032902544344e-01 1.784350950541341518e+00 -1.455090248147561738e+01 1.716342759245983274e+01 -1.331325162433058207e+00 3.124621695569912205e+00 3.996803555791572649e-03 1.681935400989757312e+01 2.219202472535866111e+00 4.249280987993020453e-01 -9.314334596633280228e-01 5.761070284155120902e-01 1.416275634652874871e+00 -1.295610075422819918e+00 -3.298616534335083728e+00 2.379236524696842103e+00 -1.362472279467103586e+00 1.712341591029179355e+01 2.733020469655198070e+00 1.348263856715108844e+00
-7.932182094726805133e-01 3.040560362857860355e-01 1.688737089811021619e+01 -7.161353705274411396e-01 -4.180826887905439548e+00 3.993574460796622816e-03 -2.978053948322653355e+00 -1.689627003637479419e-01 -2.080381342705610592e-01 6.866644960253474039e+00 1.599920403588761531e-02 1.484695953100179366e+01 -2.551400563122442122e+00 -7.477490459969260428e-03 -1.044202277503625709e+00 2.636520565425767515e+00 5.265411393214823654e+00 -5.590392201153764340e-01 1.479895455572986052e+01 -1.929585128910948555e+01 2.664439646073661017e+00 -1.085816707396226199e+01 -5.143466157523062243e+00 -1.063467868434031516e-06 8.646202353207215197e-01 -1.139935536926578230e+00 2.097235818548997877e+00 1.842767624523669312e+01 -1.400219492770879981e-01 2.026930584716367889e+00 -3.410590612889394801e+00 1.784350950541341518e+00 -1.455090248147561738e+01 1.716342759245983274e+01 -6.477406495490962701e-01 1.086151020481842089e+00 3.996803555791572649e-03 1.681935400989757312e+01 1.065012471550147666e+01 -6.870662397856217574e-01 -1.954351592002669946e+00 5.761070284155120902e-01 1.416275634652874871e+00 -8.253845256128222729e-02 -1.462291753912313297e+01 4.805548830212842404e-01 -1.283146843872943865e+00 -2.876570230226984215e+00 1.629146441553799507e+00 1.348263856715108844e+00
-2.464983180648050443e+00 3.040560362857860355e-01 1.688737089811021619e+01 1.806384505311222632e+00 -4.180826887905439548e+00 3.993574460796622816e-03 -1.094372463685843400e+00 2.225838934516488621e-02 -2.080381342705610592e-01 -7.604011780024180212e-01 1.599920403588761531e-02 1.484695953100179366e+01 -2.444497754790670108e+00 -1.867190047736269065e-01 -1.044202277503625709e+00 2.636520565425767515e+00 4.346532501034754858e+00 -2.181000643303274700e-01 1.479895455572986052e+01 -3.253702824236924585e+00 1.591979485022997576e+00 -1.085816707396226199e+01 -1.169182609493374159e+00 -1.063467868434031516e-06 5.787755397363270049e-02 -1.474007706358412051e+00 1.548699149895250482e+00 1.842767624523669312e+01 -1.400219492770879981e-01 1.972937391481725200e+00 5.001335200741130471e-02 1.784350950541341518e+00 -1.455090248147561738e+01 1.716342759245983274e+01 -1.557806217227414081e+00 -1.458888598321061991e+00 3.996803555791572649e-03 1.681935400989757312e+01 1.065012471550147666e+01 -2.931677966544867786e-01 -7.313620014615285214e-01 -1.942387911210326479e+01 1.416275634652874871e+00 -1.510101465577157853e+00 -2.606745453801923684e+00 9.474436866988052985e-01 -1.880955632191339877e+00 -2.876570230226984215e+00 1.436711373561381899e+00 -7.952183955021601136e-01
-1.689007465742786707e+00 3.040560362857860355e-01 1.688737089811021619e+01 9.620953699931593661e-01 -4.180826887905439548e+00 3.993574460796622816e-03 -4.179300011778845914e-01 1.720333530507190289e+00 -2.080381342705610592e-01 1.144806946232625222e+01 1.599920403588761531e-02 1.484695953100179366e+01 -2.574096901077958854e+00 -6.499999180820950073e-01 -1.044202277503625709e+00 2.636520565425767515e+00 2.603189173225418429e+00 -5.017479177402681678e-01 1.479895455572986052e+01 -2.406237722953787461e+00 1.354677366440821373e+00 -1.085816707396226199e+01 -2.053988635663017703e-02 -1.063467868434031516e-06 4.193202007053571378e-01 -1.312463013980925908e+00 1.763592805195471236e+00 1.842767624523669312e+01 -1.400219492770879981e-01 1.908007342165199294e+00 -4.065778169364286931e+00 1.784350950541341518e+00 -1.455090248147561738e+01 1.716342759245983274e+01 -2.908147747522531468e+00 2.070587288224272626e-01 3.996803555791572649e-03 1.681935400989757312e+01 1.065012471550147666e+01 1.337866861608882729e+01 -1.704746955765815031e+00 5.761070284155120902e-01 1.416275634652874871e+00 -2.540975770587155402e+00 -3.021730385020185317e+00 -1.457335022006435166e+00 -1.576198772899656930e+00 -2.876570230226984215e+00 1.658804205803752652e+00 1.348263856715108844e+00
